id,title,journal,date,abstract,scraped_date,link,authors,doi
d452f3baa2c44a33b0a2e00ed7fbae86,Effect of Root Canal Irrigants on the Microbial Viability and Matrix Composition of Young and Mature Polymicrobial Biofilms.,Journal of endodontics,2026,"Disinfection is critical for regenerative endodontic procedures, yet the antibiofilm activity of root canal irrigants remains poorly characterized. This study investigated the effects of NaOCl (1, 3 and 6%) and CHX (2%) on biofilm viability and extracellular matrix composition. Multispecies biofilms were developed for 7 or 21 days and treated with CHX or NaOCl. Untreated biofilms served as controls. Biofilms were subject to multimodal assessment including (i) quantification of bacterial viability, (ii) characterization of three-dimensional architecture and (iii) quantification of extracellular matrix composition using a selective fluorescence-binding assay and confocal microscopy. Data were statistically analyzed by two-way ANOVA and Tukey multiple comparisons test, with significance set at P < 0.05 RESULTS: Both NaOCl and CHX significantly reduced biofilm bacterial viability compared to the untreated control in 7-day old biofilms (P < 0.05), with no significant difference between any NaOCl concentration and CHX (P > 0.05). However, against 21-day biofilms, all NaOCl concentrations killed significantly more bacteria than CHX (P < 0.05). All NaOCl concentrations significantly reduced biovolume compared to 2% CHX in young biofilms (P < 0.05), whereas only 3% and 6% NaOCl achieved greater reductions than CHX in mature biofilms (P < 0.05). All NaOCl concentrations significantly outperformed CHX in reducing eDNA and exopolysaccharide levels at both timepoints (P < 0.05). CHX exhibited limited antibiofilm activity against mature biofilms, while 3 and 6% NaOCl achieved superior bacterial killing and matrix disruption compared to both 1% NaOCl and CHX in mature biofilms.",2026-05-01,,Vijetha Vishwanath; Akhila Pudipeddi; Prasanna Neelakantan,10.1016/j.joen.2026.04.011
bd2a2da0c9ca33bd1457631bf997ce3e,Effect of Intracanal Medications on Cell Activity During Regenerative Endodontic Procedures: A Systematic Review of In Vitro Studies.,Journal of endodontics,2026,"This systematic review aimed to answer the following PICO question: Does dentin conditioning with different intracanal medications alter the adhesion, migration, and differentiation of undifferentiated cells during regenerative endodontic therapy?. A comprehensive search was performed in PubMed, Embase, Scopus, LILACS, and Web of Science up to May 2025. Gray literature was screened through Google Scholar and ProQuest. In vitro studies evaluating the effects of dentin conditioning with intracanal medications on cell behavior (proliferation, adhesion, migration, and differentiation) were included. Two reviewers independently conducted study selection, data extraction, and risk of bias assessment using the RoBDEMAT tool. Data were qualitatively synthesized. From 2,620 retrieved records, 12 studies fulfilled the eligibility criteria. Most studies used human root dentin as a substrate and tested calcium hydroxide-based formulations, triple antibiotic paste (TAP), or double antibiotic paste (DAP); others evaluated silver nanoparticles, calcium hypochlorite, Bio-C Temp, or antibiotic-containing fibers. Dental pulp stem cells were most frequently used, followed by apical papilla, deciduous tooth, and periodontal ligament stem cells. Conditioning times ranged from 7 to 28 days. Calcium hydroxide showed the most favorable outcomes for cell adhesion, morphology, and proliferation. Lower antibiotic concentrations (1 mg/mL) demonstrated acceptable biocompatibility. Only one study assessed cell differentiation, showing increased DMP-1 and DSPP expression after calcium hydroxide conditioning; none evaluated cell migration. Calcium hydroxide exhibited the most consistent and favorable biological responses. TAP and DAP showed concentration-dependent cytotoxicity; however, more robust evidence is needed to clarify how intracanal medications influence cell behavior on conditioned dentin.",2026-05-01,,Arian Braido; Luisa Coutinho Cardim; Aline Cristine Gomes Matta; Karina Gonzales Silvério; Paulo Henrique Gabriel; Emerson Alves Martins; Adriana de Jesus Soares; Walbert A Vieira,10.1016/j.joen.2026.04.010
